player_id,name,standard_rating,blitz_rating,gender,rapid_rating,title
522084525,"Евдокимов, Алексей Олегович",,1655,Male,,
540098559,"Кулумбегов, Александр Константинович",,1648,Male,,
44145055,"Гиршман, Андрей Сергеевич",,1619,Male,,
540018229,"Евдокимов, Максим Алексеевич",,1548,Male,,
4161068,"Кожевин, Виктор Федорович",,1543,Male,,
55794483,"Воронина, Арина Андреевна",,1541,Male,,
522079769,"Сливко, Глеб Константинович",,1532,Male,,
34324526,"Долгушин, Александр Сергеевич",,1522,Male,,
55727697,"Розенталь, Вероника Евгеньевна",,1511,Male,,
540046621,"Тропин, Даниэль Хисасиевич",,1491,Male,,
540098508,"Барановский, Вячеслав Владимирович",,1455,Male,,
55621775,"Куплевацкий, Андрей Юрьевич",,1437,Male,,
540046745,"Марецкий, Роман Николаевич",,1000,Male,,
549000837,"Kuzma, Timur",,1818,Male,,
14987430,"Perdoch, Marian",,1713,Male,,
14992590,"Varga, Viktor",,1712,Male,,
14988755,"Bodis, Elias",,1438,Male,,
14997215,"Schwandner, Simon",,1642,Male,,
14983591,"Bednarova, Lea",,1080,Female,,
14997070,"Petkovska, Ariana",,1613,Female,,
14998866,"Sefcova, Alexandra",,1012,Female,,
14997614,"Katreniak, Simon",,1569,Male,,
549003704,"Chrenka, Tobias",,1000,Male,,
14985748,"Katreniak, Matej",,1546,Male,,
14983257,"Motyka, Richard",,1540,Male,,
549005715,"Alesenkova, Mariia",,1000,Female,,
14984172,"Sefcova, Adriana",,1520,Female,,
14983362,"Valik, Viktor",,1505,Male,,
14984091,"Jusko, Filip",,1483,Male,,
14998548,"Benovic, Felix",,1000,Male,,
14983176,"Sekeresova, Viktoria",,1428,Female,,
549000454,"Dancak, Filip",,1422,Male,,
14992469,"Motykova, Dorota",,1406,Female,,
14992671,"Kupca, Peter",,1400,Male,,
14983168,"Sekeresova, Alexandra",,1357,Female,,
14997878,"Erneker, Tomas",,1221,Male,,
14982773,"Hudik, Ema",,1183,Female,,
14982684,"Janovickova, Ema",,1180,Female,,
14996014,"Grman, Jan",,1124,Male,,
522009469,"Kovalchuk, Artem An",1707,,Male,1863,
14983559,"Nikolaiev, Kuzma",,1077,Male,,
14980487,"Skypala, Tomas",,1073,Male,,
14992876,"Suplata, Oliver",,1070,Male,,
549005600,"Andre, Jakub",,1000,Male,,
549005740,"Chudy, Severin",,1000,Male,,
549005456,"Kamenicky, Oliver",,1000,Male,,
549004433,"Mirsalamov, Jamil",,1000,Male,,
549004476,"Oravec, Oliver",,1000,Male,,
549004271,"Smolnichenko, Yaroslav",,1000,Male,,
549003186,"Zelenak, Jan",,1000,Male,,
549001132,"Kuffa, Michal",,1047,Male,,
14994933,"Hadidom, Rebeka",,1000,Female,,
55885128,"Гарипов, Урал",,,Male,1805,
55779913,"Сайфуллин, Марат",,,Male,1556,
55877320,"Гизатуллин, Айнур",,,Male,1540,
55723152,"Загитова, Самира",,,Female,1527,
540031276,"Власов, Илья",,,Male,1469,
55884563,"Рамазанов, Тимур",,,Male,1441,
55884571,"Рамазанова, Элина",,,Female,1422,
540076806,"Минаев, Михаил",,,Male,1420,
540072789,"Хлыстов, Ярослав",,,Male,1406,
522086587,"Миннибаев, Арсен",,,Male,0,
570008019,"Гайнетдинов, Тамерлан",,,Male,0,
522032100,"Старцев, Иван",,,Male,0,
522086765,"Гафарова, Гульдар",,,Female,0,
522075755,"Голосов, Вадим Михайлович",,1538,Male,,
531047378,Laxmi Rishaank Talakokkula,,1575,Male,,
3636283,"Gonzalez Loaiza, Roberth Alberto",,1744,Male,,
12446785,"Nguyen Minh Duc,",,,Male,1588,
29626668,"Bolanos Ruiz, Lander Enrique",,,Male,1544,
531013651,"Nivas, Sai Karthikeya Yarlagadda",,1485,Male,,
3896897,"Wochiny Reyes, Joaquin Alessandro",,1773,Male,,
3640051,"Toala Cardozo, Joseph",,1658,Male,,
25947451,"Kapila, Yashwant",,1469,Male,,
48733962,Rishi Pallagani,,1503,Male,,
25016423,"Ak, Raju",,1588,Male,,
1209132,"Tupilusi, Tudorel",1589,,Male,,
540088553,"Гайнетдинова, Эмилия",,,Female,0,
55646026,"Шигапов, Шамиль",,,Male,0,
1205943,"Bompa, Flaviu",1648,,Male,,
42228000,"Pau, Emanuel",1635,1625,Male,,
35036491,Mahendar B,,1614,Male,,
1218646,"Dumitru, Sorin",1535,,Male,,
42250331,"Pacurar, Iulian",1494,,Male,,
42242509,"Hale, Stefania",1490,,Female,,
42229723,"Manta, Sebastian-Gabriel",1490,,Male,,
42221650,"Apolzan, Alexia-Victoria",1415,,Female,,
24153826,"Захарова, Евгения Сергеевна",,,Male,1821,
55837697,"Ваганова, Яна Дмитриевна",,,Male,1778,
4118898,"Коган, Эльвира Викторовна",,,Male,1753,
24161926,"Коган, Татьяна Игоревна",,,Male,1743,
55627293,"Баранова, Алёна Владимировна",,,Male,1624,
55889484,"Королева, Софья Дмитриевна",,,Male,1604,
34434259,"Козлова, Полина Григорьевна",,,Male,1597,
547048107,"Vaibhav, Kulkarni",,1580,Male,,
55703275,"Рогожина, Анна Анатольевна",,,Male,1502,
55663370,"Джабарова, Анна Игоревна",,,Male,1447,
540010902,"Наймушина, Нелли Вячеславовна",,,Male,0,
55898009,"Филиппова, Полина Дмитриевна",,,Male,0,
522036920,"Пустовая, Вера Анатольевна",,,Male,0,
33384762,"Akella, Sankalparuthvik",,1765,Male,,
46664750,"Vishwanath, Kannam",,1754,Male,,
48748927,"Kumara, Sandilya Somanchi",,1742,Male,,
35076574,"Hemanth, Eswar G",,1702,Male,,
45037809,"Mihir, Chandra Loke",,1665,Male,,
35066285,"Srikanth, Myakala",,1661,Male,,
25626698,"Viswak, Sen M",,1651,Male,,
48748935,"Kumara, Srivatsa Somanchi",,1639,Male,,
48747220,"Shaik, Mohammed Irfan",,1638,Male,,
33421919,"Sai, Prudhvi Eati",,1635,Male,,
45067066,"Shaik, Abdul Nabi",,1630,Male,,
429048982,"Banothu, Shashirekha",,1630,Male,,
33397813,Sreesha Kandi,,1541,Male,,
1277413,"IORDACHE, Mihai-Adrian",1563,1539,Male,,
5018358,"Saket, Kumar",,1619,Male,,
88103072,"Thurka, Raju",,1618,Male,,
45073600,"Rohit, Yarakala",,1617,Male,,
429048966,"Banothu, Humpy",,1614,Male,,
45085242,"Harender, J",,1603,Male,,
33390703,"Chembrolu, Divya Bhavani",,1597,Male,,
48719951,"Lakkavathri, Vanshika",,1597,Male,,
33399735,Ishaan Kandi,,1554,Male,,
